Working... ━                                          3% 0:02:00
         2807150 function calls (2787663 primitive calls) in 4.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
      595    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        1    0.000    0.000    0.001    0.001 core.py:394(ParserElement)
       14    0.000    0.000    0.001    0.000 patches.py:746(get_patch_transform)
       59    0.000    0.000    0.001    0.000 typing.py:485(__getitem__)
      605    0.000    0.000    0.001    0.000 _inspect.py:96(getargspec)
       22    0.000    0.000    0.001    0.000 core.py:4989(parseImpl)
     1191    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
      490    0.001    0.000    0.001    0.000 typing.py:247(_collect_parameters)
       62    0.000    0.000    0.001    0.000 core.py:3796(<listcomp>)
       15    0.000    0.000    0.001    0.000 _make.py:479(_transform_attrs)
        1    0.000    0.000    0.001    0.001 getpass.py:1(<module>)
       69    0.000    0.000    0.001    0.000 deprecation.py:128(deprecate)
 1720/231    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
     4449    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
     2874    0.001    0.000    0.001    0.000 _parser.py:172(append)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       50    0.000    0.000    0.001    0.000 typing.py:708(Literal)
      864    0.000    0.000    0.001    0.000 {built-in method builtins.next}
 1720/231    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
  517/508    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 jupyter.py:1(<module>)
     7655    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      471    0.001    0.000    0.001    0.000 font_manager.py:1115(score_family)
     1191    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1379(make_dataclass)
      144    0.000    0.000    0.001    0.000 inspect.py:3040(replace)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
     1234    0.000    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 live.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:618(set_parse_action)
     1808    0.000    0.000    0.001    0.000 __init__.py:741(__getitem__)
       18    0.000    0.000    0.001    0.000 core.py:269(_trim_arity)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _char_codes.py:1(<module>)
      708    0.001    0.000    0.001    0.000 inspect.py:167(get_annotations)
       14    0.000    0.000    0.001    0.000 core.py:698(<listcomp>)
       51    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        2    0.000    0.000    0.001    0.000 core.py:5996(srange)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
      533    0.000    0.000    0.001    0.000 font_manager.py:928(_json_decode)
    59/12    0.000    0.000    0.001    0.000 console.py:1287(render)
        1    0.000    0.000    0.001    0.001 traceback.py:220(extract_stack)
      181    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.001    0.001 traceback.py:375(extract)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:397(_extract_from_extended_frame_gen)
      627    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        9    0.000    0.000    0.001    0.000 live_render.py:82(__rich_console__)
       36    0.000    0.000    0.001    0.000 traceback.py:316(line)
      170    0.000    0.000    0.001    0.000 colors.py:310(_to_rgba_no_colorcycle)
    38/18    0.000    0.000    0.001    0.000 core.py:4566(parseImpl)
       14    0.000    0.000    0.001    0.000 dataclasses.py:624(_cmp_fn)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
      456    0.000    0.000    0.001    0.000 __init__.py:178(sub)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
     22/6    0.000    0.000    0.001    0.000 segment.py:264(split_and_crop_lines)
       46    0.000    0.000    0.001    0.000 typing.py:1647(__getitem__)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
     3091    0.001    0.000    0.001    0.000 inspect.py:3019(<genexpr>)
2579/2409    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       95    0.000    0.000    0.001    0.000 transforms.py:158(invalidate)
      9/1    0.000    0.000    0.001    0.001 console.py:1338(render_lines)
        1    0.000    0.000    0.001    0.001 ExifTags.py:20(Base)
      512    0.000    0.000    0.001    0.000 copy.py:259(_reconstruct)
     6850    0.001    0.000    0.001    0.000 enum.py:1091(__new__)
   133/95    0.001    0.000    0.001    0.000 transforms.py:167(_invalidate_internal)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
        1    0.000    0.000    0.001    0.001 _lil.py:1(<module>)
      260    0.000    0.000    0.001    0.000 _parser.py:94(closegroup)
       10    0.000    0.000    0.001    0.000 table.py:470(__rich_console__)
      510    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
    15463    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 fractions.py:1(<module>)
       74    0.000    0.000    0.001    0.000 inspect.py:2039(_signature_bound_method)
    45/12    0.000    0.000    0.001    0.000 typing.py:1412(_determine_new_args)
       23    0.000    0.000    0.001    0.000 text.py:157(_reset_visual_defaults)
    45/12    0.000    0.000    0.001    0.000 typing.py:1441(_make_substitution)
       28    0.000    0.000    0.001    0.000 transforms.py:2030(translate)
    26/14    0.000    0.000    0.001    0.000 core.py:4287(parseImpl)
  269/169    0.000    0.000    0.001    0.000 core.py:1899(name)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 segment.py:1(<module>)
       66    0.000    0.000    0.001    0.000 core.py:1410(__add__)
      542    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
     1530    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      466    0.000    0.000    0.001    0.000 enum.py:1509(__and__)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       67    0.000    0.000    0.001    0.000 colors.py:1089(reversed)
       70    0.000    0.000    0.001    0.000 deprecation.py:257(rename_parameter)
        8    0.000    0.000    0.001    0.000 enum.py:1647(convert_class)
      510    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
  214/116    0.000    0.000    0.001    0.000 core.py:1872(default_name)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
      207    0.000    0.000    0.001    0.000 typing.py:313(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 configparser.py:570(RawConfigParser)
       26    0.000    0.000    0.001    0.000 deprecation.py:416(make_keyword_only)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
   256/18    0.000    0.000    0.001    0.000 ast.py:414(visit)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
      471    0.000    0.000    0.001    0.000 font_manager.py:1191(score_weight)
     5197    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
   256/18    0.000    0.000    0.001    0.000 ast.py:420(generic_visit)
      512    0.000    0.000    0.001    0.000 __init__.py:163(match)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
     5996    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       60    0.000    0.000    0.001    0.000 __init__.py:829(_open_file_or_url)
        1    0.000    0.000    0.001    0.001 core.py:6133(<listcomp>)
     1961    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 setters.py:1(<module>)
     9758    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 flinalg.py:1(<module>)
      257    0.000    0.000    0.001    0.000 inspect.py:2773(__str__)
      471    0.001    0.000    0.001    0.000 font_manager.py:1173(score_stretch)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
     1148    0.000    0.000    0.001    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _wrap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
       12    0.000    0.000    0.001    0.000 _docstring.py:57(<listcomp>)
     3256    0.000    0.000    0.001    0.000 _parser.py:249(match)
      664    0.000    0.000    0.001    0.000 _compiler.py:396(_simple)
       67    0.000    0.000    0.001    0.000 colors.py:1108(<dictcomp>)
       44    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
     22/3    0.000    0.000    0.001    0.000 core.py:3983(streamline)
       20    0.000    0.000    0.001    0.000 core.py:5100(parseImpl)
       67    0.000    0.000    0.001    0.000 core.py:3948(__init__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 helpers.py:599(make_html_tags)
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:1(<module>)
       32    0.001    0.000    0.001    0.000 {built-in method io.open}
       14    0.000    0.000    0.001    0.000 dataclasses.py:588(_repr_fn)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:541(_makeTags)
      623    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      356    0.000    0.000    0.001    0.000 inspect.py:776(_findclass)
       22    0.000    0.000    0.001    0.000 core.py:5233(parseImpl)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
     4293    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
     6381    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 _base.py:810(_init_axis)
     30/4    0.000    0.000    0.001    0.000 core.py:3828(streamline)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
       14    0.000    0.000    0.001    0.000 axis.py:347(_apply_params)
        1    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
       58    0.000    0.000    0.001    0.000 core.py:3110(parseImpl)
        1    0.000    0.000    0.001    0.001 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 file_proxy.py:1(<module>)
      586    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _flinalg_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
      195    0.001    0.000    0.001    0.000 colors.py:1110(<listcomp>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:975(exec_module)
     2838    0.000    0.000    0.001    0.000 _parser.py:160(__len__)
        1    0.000    0.000    0.001    0.001 _palettes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
 3538/834    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.001    0.001 _ellip_harm.py:1(<module>)
     2479    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
     2126    0.000    0.000    0.001    0.000 __init__.py:690(_get)
       32    0.000    0.000    0.001    0.000 colors.py:409(to_rgba_array)
       10    0.000    0.000    0.001    0.000 table.py:741(_render)
        1    0.000    0.000    0.001    0.001 add_newdocs.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
      299    0.000    0.000    0.001    0.000 progress.py:1179(track)
      623    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
     7838    0.001    0.000    0.001    0.000 inspect.py:2739(name)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
       17    0.000    0.000    0.001    0.000 _make.py:1732(_make_eq)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
     2686    0.000    0.000    0.001    0.000 util.py:189(is_consecutive)
        1    0.000    0.000    0.001    0.001 _decomp_lu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
     2479    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1026(__enter__)
       51    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        4    0.000    0.000    0.001    0.000 live.py:96(get_renderable)
        4    0.000    0.000    0.001    0.000 progress.py:1535(get_renderable)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
      168    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
     1517    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 panel.py:1(<module>)
        8    0.000    0.000    0.001    0.000 progress.py:1540(get_renderables)
        1    0.000    0.000    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
      493    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        4    0.000    0.000    0.001    0.000 progress.py:1545(make_tasks_table)
       15    0.000    0.000    0.001    0.000 _make.py:977(add_init)
       16    0.000    0.000    0.001    0.000 _make.py:335(_make_attr_tuple_class)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
     6532    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
       44    0.000    0.000    0.001    0.000 _base.py:51(__init__)
